premise	hypothesis	span_similarity	sentence_similarity
{{because bulb a is in a closed circuit with the battery and switch x}}	{{Bulb A is still contained in a closed path with the battery and switch X.}}	1	1
If the path is not closed, the switch {{will not affect}} the bbulb	If a bulb and a switch are in the same path the switch {{affects}} the bulb	0	0
{{bulb b and c are on a closed path to the battery}}	{{If bulb A burns out, bulbs B and C are still in a closed path}}	1	1
{{since a a gap does not affect the voltage of a battery}}	{{Terminals 1, 2 and 3 are separated from the positive battery terminal by a gap}}	1	1
{{Because there is a light bulb}}	{{The battery in 2 is not in a closed path}}	1	1
{{the bulb will be burned out because the terminals}}	{{The damaged bulb and the other bulb must be contained in the same path}}	1	1
{{Because the positive batter terminal and terminal 6 were connected.}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{because the the circuit is complete.}}	{{the path is not closed}}	1	1
{{Bulbs B and C will still be on closed paths with the battery}}	{{bulbs B and C are still in closed paths with the battery}}	1	1
{{the bulb is contained in an closed circuit}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{THE ARE ON THE SAME PATH}}	{{A and C are in the same path}}	1	1
{{Bulb a and switch Y are not in the same path.}}	{{Switch Y and bulb A are not in the same closed path}}	1	1
{{A chemical reaction inside the battery makes the electrical states of the positive and negative terminals different at all times.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{becasue the terminals 4,5, and 6 are connected to the positive terminal of the battery}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{switch Y does not effect bulb A}}	{{Switch Y and bulb A are not in the same closed path}}	1	1
{{bulb c creates a gap}}	{{If C burns out, then A and B are still in a closed path with the battery.}}	1	1
{{Bulb C and the battery are not contained in a closed pathway}}	{{Bulb C was no longer in a closed path with the battery}}	1	1
{{the two terminals will both be 0}}	{{The terminals are in the same state.}}	1	1
bulb b {{is not}} in the same path with bulbs a and c.	Bulb B {{is}} in a separate path	0	0
{{The electrical state is interferred with.}}	{{A non-zero voltage means that the terminals are not connected.}}	1	1
{{Because the battery and the bulb are not in a closed path.}}	{{The battery in 4 is not in a closed path}}	1	1
{{"because by measuring voltage, you find the gap where there""s a difference in electrical states."}}	{{Measuring voltage indicates the place where the electrical state changes due to a gap.}}	1	1
{{again, bulbs a and b will be contained on a closed path}}	{{If C burns out, then A and B are still in a closed path.}}	1	1
bulbs b and c {{are contiained}} in the the same path with the battery.	A and C {{are not}} in the same path with the battery	0	0
{{There is a gap in the path.}}	{{Terminals 1 and 2 are in the same electrical state}}	1	1
{{bulb a is in a closed path with a battery}}	{{Bulb A is still in a closed path with the battery}}	1	1
{{Bulb A and bulb C affect each other.}}	{{A and C are in the same closed path}}	1	1
{{switch z is contained in a closed path}}	{{there is a path containing both Z and C}}	1	1
the bulb terminal and the negative battery terminal are separated {{by a gap}} 	there is {{no gap}} between the terminals	0	0
{{Bulb A and C are still in a closed path with the battery.}}	{{Bulbs A and C are still contained in closed paths with the battery}}	1	1
{{if switch and bulb are contained in the same closed path}}	{{When the switch and the bulb are contained in the same path}}	1	1
there is {{a gap}} between the positive battery connection and the bulb terminal.	there is {{no gap}} between the terminals	0	0
{{Bulb A is not on the same path that Bulb B and bulb C are.}}	{{there is a path containing A and a different path containing B and C}}	1	1
{{it runs on a different current}}	{{If C burns out, then A and B are still in a closed path with the battery.}}	1	1
{{terminal 6 is connected to the difference}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{the batteries terminals are not connected}}	{{Circuit 4 has no closed paths}}	1	1
{{because if there is a voltage that means there is a gap}}	{{Measuring voltage indicates the place where the electrical state changes due to a gap.}}	1	1
{{Find where there are different electrical states}}	{{Measuring voltage indicates the place where the electrical state changes due to a gap.}}	1	1
{{circuit 2 is connected to the battery}}	{{there is no closed path containing the battery}}	1	1
{{the gap in the circuit causes the circuit to be an open circuit}}	{{there is a gap in a circuit}}	1	1
{{there is a gap in the circuit}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
{{the path has to be closed for the bulb to light up}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{There is no gap so there is no difference in voltage}}	{{there is no gap between the terminals}}	1	1
{{Voltage is the difference between a positive and negative end on the battery.}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
bulb had {{a short circuit}} 	there is {{a complete circuit}} 	0	0
{{Bulb A and bulb C are in a closed path with the battery.}}	{{Bulb B and Bulb C were still contained in the same closed path with the battery.}}	1	1
{{Terminals 4, 5, and 6 are only connected to the positive battery terminal.}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
a terminal {{is connected}} to the positive battery terminal	the terminals {{are not connected}} 	0	0
{{because the terminals are in the same state}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{"because switch y isn""t included in bulb A""s closed path"}}	{{Switch Y and bulb A are not in the same closed path}}	1	1
{{the negative battery terminal is seperated by a gap from terminal 6}}	{{terminal 6 is separated by a gap from the negative battery terminal}}	1	1
{{that the bulb terminal is only connected to one of the battery terminals}}	{{there is no gap between the terminals}}	1	1
{{there was a negavtive gap}}	{{terminal 4 is separated by a gap from the negative battery terminal}}	1	1
{{terminal is connected to postive end of battery}}	{{Terminals 4, 5 and 6 are connected to the positive battery terminal}}	1	1
{{terminal 1 is connected to the 1.5 volt battery.}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{The path must be closed}}	{{If a bulb and a switch are in the same path the switch affects the bulb}}	1	1
{{Bulbs B and C are contained on the same path with the battery.}}	{{B and C are in the same path with the battery}}	1	1
{{a terminal is connected to the positive terminal of the battery}}	{{Terminal 6 and the positive terminal are connected}}	1	1
{{because a and b are in series and a and c are in parallel}}	{{If C burns out, then A and B are still in a closed path.}}	1	1
{{a terminal is connected to the positive terminal of the battery}}	{{Terminal 5 and the positive terminal are connected}}	1	1
{{the bulb is not contained in the path}}	{{The bulb is not in the closed path containing the battery}}	1	1
{{because positive charge is before gap}}	{{Terminal 1 and the positive terminal are separated by the gap}}	1	1
Because it {{is not}} on the same path	If bulb A burns out, bulbs B and C {{are}} still in a closed path	0	0
{{Seperate paths connected to the battery}}	{{If bulb A burns out, B and C are no longer in a closed path with the battery}}	1	1
{{A red X means the battery is in a short circuit.}}	{{there is a short circuit}}	1	1
{{The battery is not closed in a closed path.}}	{{Circuit 4 has no closed paths}}	1	1
{{terminal is connected to the battery}}	{{Terminals 1, 2 and 3 are connected to the negative battery terminal}}	1	1
{{Bulb A and Bulb C are not contained in the same closed path}}	{{A and C are not in the same path}}	1	1
{{bulbs A and C are not on the same closed path.}}	{{A and C are not in the same path}}	1	1
{{bulb, battery, and switch are in closed path}}	{{When the switch and the bulb are contained in the same path}}	1	1
the paths of the circuit {{are no longer}} complete	there {{is}} an incomplete circuit	0	0
{{there is no closed path in circuit 4.}}	{{Circuit 4 has no closed paths}}	1	1
{{The battery keeps a chemical reaction reaction.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{There is always a difference in voltage between two battery terminals.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
{{terminal 1is connected to terminal 4}}	{{Terminals 1 and 4 are connected}}	1	1
{{Bulb A and B will still be in a contained path.}}	{{If C burns out, then A and B are still in a closed path.}}	1	1
{{bulb a is in a closed circuit with the battery without the y switch.}}	{{Bulb A is still in a closed path with the battery}}	1	1
{{different paths with the battery}}	{{B and C are in the same path with the battery}}	1	1
{{"The electrical state at the terminal matches the battery""s electrical state"}}	{{terminal 1 is connected to the negative battery terminal}}	1	1
{{Circuit 2 is not a short circuit because the battery is not in a closed path with itself.}}	{{The battery in 2 is not in a closed path}}	1	1
{{Bulb A is on a closed circut path}}	{{Bulb A was still contained in the same closed path with the battery.}}	1	1
{{Bulb B and bulb C are contained in different paths with the battery}}	{{B and C are in the same path with the battery}}	1	1
{{the battery always has a voltage because there is a positive terminal and there is a negative terminal.}}	{{A battery uses a chemical reaction to maintain different electrical states at the terminals}}	1	1
